Catalogue,Artist,Title,UKDP,Street_Date,label,UPCEAN,AlbumCLineYear,AlbumCLineInfo,AlbumPLineYear,AlbumPLineInfo,MediaType,genre,Ppoint,Notes,Artist_Sort,Active,Deleted,format,OriginalCountry,Territory,ExpiryDate,ID
DIGIVILE1406V,DARKTHRONE,PRE-HISTORIC METAL,0,21/03/2026,Peaceville,801056440686,2026,Peaceville Records Ltd,2026,Peaceville Records Ltd,You Tube,Metal,Digital,<p>VIDEO</p>,,1,0,Single,,World,,6721
DIGIVILE1406,DARKTHRONE,PRE-HISTORIC METAL,0,20/03/2026,Peaceville,801056440662,2026,Peaceville Records Ltd,2026,Peaceville Records Ltd,Digital,Metal,Digital,"<p>Single #1</p>
<p>12pm launch</p>",,1,0,Single,,World,,6720
KSCOPE2542V,GAZPACHO,SKY KING,0,27/02/2026,Kscope,802644454283,2025,Snapper Music Ltd,2025,"Kscope, a division of Snapper Music Ltd",You Tube,Rock,Digital,<p>Video</p>,,1,0,Album,,World,,6719
VILELP1397,KATATONIA,THE FALL OF HEARTS (10TH ANNIVERSARY 2LP),19.4,07/08/2026,Peaceville,801056839756,2016,Peaceville Records Ltd,2016,Peaceville Records Ltd,2LP,Metal,Full Price,<p>DE</p>,KATATONIA,1,0,Album,DE,World,30/06/2045,6718
KSCOPE1320,MICK KARN,THREE PART SPECIES (2LP),17.5,25/12/2027,Kscope,802644832012,,Mick Karn,2006,Kyoko Karn under exclusive licence to Kscope,2LP,Rock/Pop,Full Price,<p>DE</p>,"KARN, MICK",1,0,Album,DE,World,,6717
KSCOPE1319,MICK KARN,THE CONCRETE TWIN (LP),11.5,25/12/2027,Kscope,802644831916,,Mick Karn,2010,Kyoko Karn under exclusive licence to Kscope,LP,Rock/Pop,Full Price,<p>DE</p>,"KARN, MICK",1,0,Album,DE,World,,6716
KSCOPE1318,MICK KARN,MORE BETTER DIFFERENT (LP),11.5,25/12/2027,Kscope,802644831817,,Mick Karn,2003,Kyoko Karn under exclusive licence to Kscope,LP,Rock/Pop,Full Price,<p>DE</p>,"KARN, MICK",1,0,Album,DE,World,,6715
KSCOPE1317,MICK KARN,EACH EYE A PATH (LP),11.5,25/12/2027,Kscope,802644831718,,Mick Karn,2001,Kyoko Karn under exclusive licence to Kscope,LP,Rock/Pop,Full Price,<p>DE</p>,"KARN, MICK",1,0,Album,DE,World,,6714
KSCOPE2530V,PAUL DRAPER,COMES AS NO SURPRISE,0,20/02/2026,Kscope,802644453071,2026,"Kscope, a division of Snapper Music Ltd",2026,"Kscope, a division of Snapper Music Ltd",You Tube,Rock,Digital,<p>Focus track Video&nbsp;</p>,"DRAPER, PAUL",1,0,Video,,World,,6713
SMALP1343,RICK WAKEMAN,LIVE IN ANAHEIM - 11TH NOVEMBER 1975 (3LP),0,26/12/2027,Madfish,636551834315,,,,,3LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6712
SMALP1342,RICK WAKEMAN,"THE THREE WIVES - RADIO SESSIONS, 27TH FEBRUARY 1973 (LP)",11.5,26/12/2027,Madfish,636551834216,,,,,LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6711
SMALP1341,RICK WAKEMAN,"LIVE AT BOSTON MUSIC HALL, MASSACHUSETTS - 11TH OCTOBER 1975 (3LP)",0,26/12/2027,Madfish,636551834117,,,,,3LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6710
SMALP1340,RICK WAKEMAN,WHITE ROCK + REFLECTIONS OF WINTER (2LP),17.5,26/12/2027,Madfish,636551834018,,,,,2LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6709
SMALP1338,RICK WAKEMAN,THE OTHER HALF (2LP),17.5,26/12/2027,Madfish,636551833813,,,,,2LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6708
SMALP1339,RICK WAKEMAN,KING ARTHUR ON ICE - LIVE AT WEMBLEY 1975 (2LP),17.5,26/12/2027,Madfish,636551833912,,,,,2LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6707
SMALP1337,RICK WAKEMAN,LIVE IN MELBOURNE - 4TH FEBRUARY 1975 (3LP),0,26/12/2027,Madfish,636551833714,,,,,3LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6706
KSCOPE2541,BRUCE SOORD,PILLARS,0,20/03/2026,Kscope,802644454160,2026,Snapper Music Ltd,2026,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,<p>single 1&nbsp;</p>,,1,0,Single,,World,,6704
KSCOPE2540,BRUCE SOORD,GHOSTS IN THE PARK,0,15/05/2026,Kscope,802644454061,2026,Snapper Music Ltd,2026,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,<p>announce&nbsp;5th March</p>,,1,0,Album,,World,,6703
CDVILED1405P,VARIOUS ARTISTS,PEACEVILLE SAMPLER - MMXXVI (CD),0,24/12/2027,Peaceville,801056340528,2025,Peaceville Records Ltd,2025,Peaceville Records Ltd,CD,Metal,Promo,<p>DE</p>,,1,0,Compilation,DE,World,,6702
VILELP1404,ANATHEMA,THE SILENT ENIGMA (LP),11.5,04/09/2026,Peaceville,801056840417,2026,Peaceville Records Ltd,1995,Peaceville Records Ltd,LP,Metal,Full Price,"<p>&nbsp;PL</p>
<p>2026 Remaster&nbsp;</p>",ANATHEMA,1,0,Album,PL,World,,6700
CDVILED1402X,AUTOPSY,MENTAL FUNERAL (35TH ANNIVERSARY 2CD),7.6,14/08/2026,Peaceville,801056740229,2003,Peaceville Records Ltd,1991,Peaceville Records Ltd,2CD,Metal,Mid Price,"<p>AT</p>
<p>CD1:&nbsp;2026 Remaster</p>
<p>CD2: With Commentary</p>",AUTOPSY,1,0,Album,AT,World,,6699
VILELP1402,AUTOPSY,MENTAL FUNERAL (35TH ANNIVERSARY LP),13.5,14/08/2026,Peaceville,801056840219,2003,Peaceville Records Ltd,1991,Peaceville Records Ltd,LP,Metal,Full Price,"<p>DE</p>
<p>2026 Remaster</p>",AUTOPSY,1,0,Album,DE,World,,6698
KSCOPE2539V,GODSTICKS,M.I.A,0,14/02/2026,Kscope,802644453989,2026,"Kscope, a division of Snapper Music Ltd",2026,"Kscope, a division of Snapper Music Ltd",You Tube,Rock,Digital,<p>Video</p>,,1,0,Video,,World,,6697
DIGIVILE1204,FLEURETY,LAST-MINUTE LIES / I LEFT THE PLANET,0,13/02/2026,Peaceville,801056420466,2026,Fleurety under exclusive licence to Peaceville Records Ltd,2026,Fleurety under exclusive licence to Peaceville Records Ltd,Digital,Metal,Digital,,,1,0,Compilation,,World,,6696
VILELP1401,AUTOPSY,ACTS OF THE UNSPEAKABLE (LP),11.5,24/12/2027,Peaceville,801056840158,1992,Peaceville Records Ltd,1992,Peaceville Records Ltd,LP,Metal,Full Price,<p>DE</p>,AUTOPSY,1,0,Album,DE,World,,6695
DIGIVILE1399V,BLINDEAD 23,DEUTERIUM,0,11/02/2026,Peaceville,801056439987,2026,Peaceville Records Ltd / Mystic Production,2026,Peaceville Records Ltd / Mystic Production,You Tube,Metal,Digital,"<p>video&nbsp;</p>
<p>&nbsp;</p>",,1,0,Video,,World,,6694
KSCOPE1284,THE PINEAPPLE THIEF,WHAT WE HAVE SOWN (2025 MIX 2LP),17.5,25/12/2027,Kscope,802644828411,,"Kscope, a division of Snapper Music Ltd",,"Kscope, a division of Snapper Music Ltd",2LP,Rock,Full Price,"<p align=""left"">PL</p>",,1,0,Album,PL,World,,6693
KSCOPE1286,THE PINEAPPLE THIEF,THE DAWN RAIDS AND RARITIES (2025 MIX 2LP),17.5,25/12/2027,Kscope,802644828657,,"Kscope, a division of Snapper Music Ltd",,"Kscope, a division of Snapper Music Ltd",2LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6692
KSCOPE1285,THE PINEAPPLE THIEF,TIGHTLY UNWOUND (2025 MIX 2LP),17.5,07/08/2026,Kscope,802644828510,2026,"Kscope, a division of Snapper Music Ltd",2026,"Kscope, a division of Snapper Music Ltd",2LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6691
KSCOPE1287,THE PINEAPPLE THIEF,SOMEONE HERE IS MISSING (2025 MIX 2LP),17.5,25/12/2027,Kscope,802644828718,,"Kscope, a division of Snapper Music Ltd",,"Kscope, a division of Snapper Music Ltd",2LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6690
KSCOPE1289,THE PINEAPPLE THIEF,MAGNOLIA (2025 MIX 2LP),17.5,25/09/2026,Kscope,802644828916,2026,"Kscope, a division of Snapper Music Ltd",2026,"Kscope, a division of Snapper Music Ltd",2LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6689
KSCOPE1288,THE PINEAPPLE THIEF,ALL THE WARS (2025 MIX 2LP),17.5,25/12/2027,Kscope,802644828817,,"Kscope, a division of Snapper Music Ltd",2012,"Kscope, a division of Snapper Music Ltd",2LP,Rock,Full Price,<p>PL</p>,,1,0,Album,PL,World,,6688
SMABX1335,GENTLE GIANT,FRONT ROW CENTER (US Dates 1976-1980)(8CD EARBOOK),0,31/07/2026,Madfish,636551833554,,Snapper Music Ltd,,Snapper Music Ltd,MixBoxSet,Rock,Full Price,"<p><strong>1/2:</strong> Hempstead, NY - Calderone Concert Hall 'Live At The Bicentennial' 3/7/1976&nbsp;<strong>3/4:</strong> Hempstead, NY - Calderone Concer Hall 16/11/1977&nbsp;<strong>5:</strong> Chester, PA - Widener College 18/11/1977 <strong>6:</strong> Atlanta, GA - The Agora Ballroom 29/05/1980 <strong>7:</strong>&nbsp;Los Angeles, CA - The Capitol Tapes February 1975 <strong>8:</strong> New Paltz, NY - NY State University 6/11/1977</p>",,1,0,Album,,World,,6686
VILELP414PHD,ANATHEMA,ALTERNATIVE 4 (CRYSTAL CLEAR LP),0,,Peaceville,801056841438,2012,Peaceville Records Ltd,1998,Peaceville Records Ltd,LP,Metal,Full Price,,ANATHEMA,1,0,Album,DE,World,,6685
VILELP464PHD,AT THE GATES,THE RED IN THE SKY IS OURS (CRYSTAL CLEAR LP),0,,Peaceville,801056846433,2013,Peaceville Records Ltd,1992,Peaceville Records Ltd,LP,Metal,Full Price,,AT THE GATES,1,0,Album,DE,World,,6683
VILELP389PHD,DARKTHRONE,SOULSIDE JOURNEY (CRYSTAL CLEAR LP),0,,Peaceville,801056838933,2003,Peaceville Records Ltd,1991,Peaceville Records Ltd,LP,Metal,Full Price,,DARKTHRONE,1,0,Album,DE,World,,6681
VILELP471PHD,CANDLEMASS,TALES OF CREATION (CRYSTAL CLEAR LP),0,,Peaceville,801056847133,2013,Peaceville Records Ltd,1989,Peaceville Records Ltd,LP,Metal,Full Price,,CANDLEMASS,1,0,Album,DE,World,,6679
VILELP994PHD,CANDLEMASS,NIGHTFALL (CRYSTAL CLEAR LP),0,,Peaceville,801056899439,1987,Peaceville Records Ltd,1987,Peaceville Records Ltd,LP,Metal,Full Price,,CANDLEMASS,1,0,Album,DE,World,,6677
VILELP987PHD,KATATONIA,BRAVE MURDER DAY (CRYSTAL CLEAR LP),0,,Peaceville,801056898739,2012,Peaceville Records Ltd,1996,Peaceville Records Ltd,LP,Metal,Full Price,,KATATONIA,1,0,Album,DE,World,,6675
VILELP25PHD,AUTOPSY,MENTAL FUNERAL (CRYSTAL CLEAR LP),0,,Peaceville,801056802576,2003,Peaceville Records Ltd,1991,Peaceville Records Ltd,LP,Metal,Full Price,,AUTOPSY,1,0,Album,DE,World,,6674
VILELP884PHD,OPETH,THE ROUNDHOUSE TAPES (CRYSTAL CLEAR 3LP),0,,Peaceville,801056888433,2007,Peaceville Records Ltd,2007,Opeth under exclusive licence to Peaceville Records Ltd,3LP,Metal,Full Price,,OPETH,1,0,Album,DE,World,30/06/2030,6673
VILELP993PHD,PENTAGRAM,RELENTLESS (CRYSTAL CLEAR LP),0,,Peaceville,801056899330,1985,Peaceville Records Ltd,1985,Peaceville Records Ltd,LP,Metal,Full Price,,PENTAGRAM,1,0,Album,DE,World,,6671
VILELP1205PHD,MY DYING BRIDE,THE ANGEL AND THE DARK RIVER (CRYSTAL CLEAR LP),0,,Peaceville,801056820532,2025,Peaceville Records Ltd,1995,Peaceville Records Ltd,LP,Metal,Full Price,,MY DYING BRIDE,1,0,Album,DE,World,,6669
VILELP969PHD,CANDLEMASS,EPICUS DOOMICUS METALLICUS (CRYSTAL CLEAR LP),0,,Peaceville,801056896933,2021,Peaceville Records Ltd,1986,Peaceville Records Ltd,LP,Metal,Full Price,,CANDLEMASS,1,0,Album,DE,World,,6668
VILELP33PHD,AUTOPSY,ACTS OF THE UNSPEAKABLE (CRYSTAL CLEAR LP),0,,Peaceville,801056803337,1992,Peaceville Records Ltd,1992,Peaceville Records Ltd,LP,Metal,Full Price,,AUTOPSY,1,0,Album,DE,World,,6667
VILELP433PHD,PARADISE LOST,GOTHIC (CRYSTAL CLEAR LP),0,,Peaceville,801056832856,2013,Peaceville Records Ltd,1991,Peaceville Records Ltd,LP,Metal,Full Price,,PARADISE LOST,1,0,Album,DE,World,,6666
VILELP1123PHD,KATATONIA,LAST FAIR DEAL GONE DOWN (CRYSTAL CLEAR LP),0,,Peaceville,801056812339,2024,Peaceville Records Ltd,2001,Peaceville Records Ltd,LP,Metal,Full Price,,KATATONIA,1,0,Album,DE,World,,6664
VILELP1024PHD,MAYHEM,MEDIOLANUM CAPTA EST (non-USA CRYSTAL CLEAR LP),0,,Peaceville,801056802439,2023,Peaceville Records Ltd,1999,Peaceville Records Ltd,LP,Metal,Full Price,,MAYHEM,1,0,Album,DE,World,,6662
VILELP192PHD,BEHEMOTH,ZOS KIA CULTUS (CRYSTAL CLEAR LP),0,,Peaceville,801056819239,2002,Peaceville Records Ltd,2002,Peaceville Records Ltd,LP,Metal,Full Price,,BEHEMOTH,1,0,Album,DE,World,,6661
VILELP35PHD,DARKTHRONE,UNDER A FUNERAL MOON (CRYSTAL CLEAR LP),0,,Peaceville,801056803573,1993,Peaceville Records Ltd,1993,Peaceville Records Ltd,LP,Metal,Full Price,,DARKTHRONE,1,0,Album,DE,World,,6660
VILELP43PHD,DARKTHRONE,TRANSILVANIAN HUNGER (CRYSTAL CLEAR LP),0,,Peaceville,801056804334,1994,Peaceville Records Ltd,1994,Peaceville Records Ltd,LP,Metal,Full Price,,DARKTHRONE,1,0,Album,DE,World,,6658
VILELP995PHD,KATATONIA,THE GREAT COLD DISTANCE (CRYSTAL CLEAR LP),0,,Peaceville,801056899538,2022,Peaceville Records Ltd,2006,Peaceville Records Ltd,LP,Metal,Full Price,,KATATONIA,1,0,,DE,World,,6656
VILELP242PHD,BLOODBATH,THE FATHOMLESS MASTERY (CRYSTAL CLEAR LP),0,,Peaceville,801056824233,2008,Peaceville Records Ltd,2008,Peaceville Records Ltd,LP,Metal,Full Price,,BLOODBATH,1,0,Album,CZ,World,,6654
VILELP728PHD,BLOODBATH,GRAND MORBID FUNERAL (CRYSTAL CLEAR LP),0,,Peaceville,801056872838,2014,Bloodbath,2014,Peaceville Records Ltd,LP,Metal,Full Price,,BLOODBATH,1,0,Album,DE,World,,6653
VILELP1071PHD,MAYHEM,LIVE IN ZEITZ (CRYSTAL CLEAR LP),0,,Peaceville,801056807137,2016,Mayhem,1993,Mayhem under licence to Peaceville Records Ltd,LP,Metal,Full Price,,MAYHEM,1,0,Album,DE,World,,6652
VILELP1225PHD,KATATONIA,VIVA EMPTINESS (CRYSTAL CLEAR LP),0,,Peaceville,801056822536,2025,Peaceville Records Ltd,2003,Peaceville Records Ltd,LP,Metal,Full Price,,KATATONIA,1,0,Album,DE,World,,6650
VILELP481PHD,BEHEMOTH,SATANICA (non-USA)(CRYSTAL CLEAR LP),0,,Peaceville,801056816139,2013,Peaceville Records Ltd,1999,Peaceville Records Ltd,LP,Metal,Full Price,,BEHEMOTH,1,0,Album,DE,World,,6648
VILELP28PHD,DARKTHRONE,A BLAZE IN THE NORTHERN SKY (CRYSTAL CLEAR LP),0,,Peaceville,801056802835,0,Peaceville Records Ltd,1992,Peaceville Records Ltd,LP,Metal,Full Price,,DARKTHRONE,1,0,Album,DE,World,,6645
VILELP1159PHD,KATATONIA,NIGHT IS THE NEW DAY (CRYSTAL CLEAR LP),0,,Peaceville,801056815934,2009,Peaceville Records Ltd,2024,Peaceville Records Ltd,LP,Metal,Full Price,,KATATONIA,1,0,Album,DE,World,,6644
VILELP496PHD,AT THE GATES,TERMINAL SPIRIT DISEASE (CRYSTAL CLEAR LP),0,,Peaceville,801056816030,2014,Peaceville Records Ltd,1994,Peaceville Records Ltd,LP,Metal,Full Price,,AT THE GATES,1,0,Album,DE,World,,6643
VILELP466PHD,BEHEMOTH,THELEMA.6 (CRYSTAL CLEAR LP),0,,Peaceville,801056823830,2013,Peaceville Records Ltd,2000,Peaceville Records Ltd,LP,Metal,Full Price,,BEHEMOTH,1,0,Album,DE,World,,6641
VILELP502PHD,PARADISE LOST,LOST PARADISE (CRYSTAL CLEAR LP),0,,Peaceville,801056823335,2014,Peaceville Records Ltd,2025,Peaceville Records Ltd,LP,Metal,Full Price,,PARADISE LOST,1,0,Album,DE,World,,6639
VILELP384PHD,AT THE GATES,WITH FEAR I KISS THE BURNING DARKNESS (CRYSTAL CLEAR LP),0,,Peaceville,801056809438,2013,Peaceville Records Ltd,1993,Peaceville Records Ltd,LP,Metal,Full Price,,AT THE GATES,1,0,Album,DE,World,,6637
VILELP78PHD,OPETH,STILL LIFE (CRYSTAL CLEAR 2LP),0,,Peaceville,801056813633,1999,Peaceville Records Ltd,1999,Peaceville Records Ltd,2LP,Metal,Full Price,,OPETH,1,0,Album,DE,World,,6635
SMALP1322PHD,W.A.S.P.,INSIDE THE ELECTRIC CIRCUS (CRYSTAL CLEAR LP),0,,Madfish,636551832236,2023,Snapper Music Ltd,1986,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,LP,Metal,Full Price,,WASP,1,0,Album,CZ,World,,6633
SMALP1250PHD,W.A.S.P.,W.A.S.P. (CRYSTAL CLEAR LP),0,,Madfish,636551825030,2023,Snapper Music Ltd,1984,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,LP,Metal,Full Price,,WASP,1,0,Album,CZ,World,,6631
SMALP1252PHD,W.A.S.P.,THE LAST COMMAND (CRYSTAL CLEAR LP),0,,Madfish,636551825238,2023,Snapper Music Ltd,1985,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,LP,Metal,Full Price,,WASP,1,0,Album,CZ,World,,6629
SMALP1254PHD,W.A.S.P.,THE HEADLESS CHILDREN (CRYSTAL CLEAR LP),0,,Madfish,636551825436,2023,Snapper Music Ltd,1989,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,LP,Metal,Full Price,,WASP,1,0,Album,CZ,World,,6627
VILELP267PHD,AUTOPSY,SEVERED SURVIVAL (CRYSTAL CLEAR LP),13.5,28/06/2024,Peaceville,801056812537,2024,Peaceville Records Ltd,1989,Peaceville Records Ltd,LP,Metal,Full Price,,AUTOPSY,1,0,Album,GB,World,,6626
VILELP976PHD,MY DYING BRIDE,TURN LOOSE THE SWANS (CRYSTAL CLEAR LP),0,,Peaceville,801056897633,1993,Peaceville Records Ltd,1993,Peaceville Records Ltd,LP,Metal,Full Price,,MY DYING BRIDE,1,0,Album,CZ,World,,6625
TRANSM212LPPHD,PORCUPINE TREE,STUPID DREAM (CRYSTAL CLEAR 2LP),0,,Transmission,802644821252,1999,Snapper Music Ltd,1999,Snapper Music Ltd,2LP,Rock,Full Price,,PORCUPINE TREE,1,0,Album,DE,World,,6623
TRANSM242LPPHD,PORCUPINE TREE,DEADWING (CRYSTAL CLEAR 2LP),0,,Transmission,802644824253,2005,Snapper Music Ltd,2005,Snapper Music Ltd,2LP,Rock,Full Price,,PORCUPINE TREE,1,0,Album,DE,World,,6621
TRANSM222LPPHD,PORCUPINE TREE,LIGHTBULB SUN (CRYSTAL CLEAR),0,,Transmission,802644822235,2000,Snapper Music Ltd,2000,Snapper Music Ltd,2LP,Rock,Full Price,,PORCUPINE TREE,1,0,Album,DE,World,,6619
TRANSM232LPPHD,PORCUPINE TREE,IN ABSENTIA (CRYSTAL CLEAR 2LP),0,,Transmission,802644814353,2002,Snapper Music Ltd,2002,"Kscope, a division of Snapper Music Ltd",MixBoxSet,Rock,Full Price,,PORCUPINE TREE,1,0,Album,DE,World,,6617
VILELP517PHD,MY DYING BRIDE,THE DREADFUL HOURS (CRYSTAL CLEAR 2LP),0,,Peaceville,801056802255,2014,Peaceville Records Ltd,2001,Peaceville Records Ltd,2LP,Metal,Full Price,,MY DYING BRIDE,1,0,Album,DE,World,,6615
VILELP516PHD,MY DYING BRIDE,THE LIGHT AT THE END OF THE WORLD (CRYSTAL CLEAR 2LP),0,,Peaceville,801056881618,2014,Peaceville Records Ltd,1999,Peaceville Records Ltd,2LP,Metal,Full Price,,MY DYING BRIDE,1,0,Album,DE,World,,6613
VILELP493PHD,MY DYING BRIDE,FEEL THE MISERY (CRYSTAL CLEAR 2LP),0,,Peaceville,801056881625,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,2LP,Metal,Full Price,,MY DYING BRIDE,1,0,Album,DE,World,,6611
TRANSM362LPPHD,STEVEN WILSON,THE RAVEN THAT REFUSED TO SING (CRYSTAL CLEAR 2LP),0,,Transmission,802644814421,2013,Steven Wilson Productions Ltd,2013,Steven Wilson Productions Ltd under licence to Snapper Music Ltd,2LP,Rock,Full Price,,"WILSON, STEVEN",1,0,Album,DE,World,,6609
TRANSM342LPPHD,STEVEN WILSON,INSURGENTES (CRYSTAL CLEAR 2LP0),0,,Transmission,802644834238,2008,Steven Wilson Productions Ltd,2008,Steven Wilson Productions Ltd under licence to Snapper Music Ltd,2LP,Rock,Full Price,,"WILSON, STEVEN",1,0,Album,DE,World,,6606
TRANSM372LPPHD,STEVEN WILSON,HAND. CANNOT. ERASE. (CRYSTAL CLEAR 2LP),0,,Transmission,802644814223,2015,Steven Wilson Productions Ltd,2015,Steven Wilson Productions Ltd under licence to Snapper Music Ltd,2LP,Rock,Full Price,,"WILSON, STEVEN",1,0,Album,DE,World,,6604
TRANSM352LPPHD,STEVEN WILSON,GRACE FOR DROWNING (CRYSTAL CLEAR),0,,Transmission,802644814476,2011,Steven Wilson Productions Ltd,2011,Steven Wilson Productions Ltd under licence to Snapper Music Ltd,2LP,Rock,Full Price,,"WILSON, STEVEN",1,0,Album,DE,World,,6603
TRANSM262LPPHD,PORCUPINE TREE,THE INCIDENT (CRYSTAL CLEAR 2LP0,0,,Transmission,802644814452,2009,Porcupine Tree Ltd,2009,Porcupine Tree Ltd under exclusive licence to Snapper Music Ltd,2LP,Rock,Full Price,,PORCUPINE TREE,1,0,Album,DE,World,,6601
TRANSM252LPPHD,PORCUPINE TREE,FEAR OF A BLANK PLANET (CRYSTAL CLEAR 2LP),0,,Transmission,802644814230,2007,Porcupine Tree Ltd,2007,Porcupine Tree Ltd under exclusive licence to Snapper Music Ltd,2LP,Rock,Full Price,,PORCUPINE TREE,1,0,Album,DE,World,,6599
SMALP1255PHD,W.A.S.P.,THE CRIMSON IDOL (2LP),0,,Madfish,636551825559,2023,Snapper Music Ltd,1992,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,2LP,Metal,Full Price,,WASP,1,0,Album,CZ,World,,6596
KSCOPE2539,GODSTICKS,M.I.A,0,13/02/2026,Kscope,802644453965,2026,"Kscope, a division of Snapper Music Ltd",2026,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,"<p>Single 1</p>
<p>Explicit</p>",,1,0,Single,,World,,6595
VILELP1352,THERION,OF DARKNESS (35TH ANNIVERSARY LP),12.95,12/06/2026,Peaceville,801056835215,1991,Peaceville Records Ltd,1991,Peaceville Records Ltd,LP,Metal,Full Price,<p>PL</p>,THERION,1,0,Album,PL,World,,6593
KSCOPE2511V,TEXTURES,MEASURING THE HEAVENS,0,23/01/2026,Kscope,802644451183,2026,"Kscope, a division of Snapper Music Ltd",2026,"Kscope, a division of Snapper Music Ltd",You Tube,Rock,Digital,<p>RELEASE DAY LYRIC VID</p>,,1,0,Video,,World,,6592
KSCOPE2538V,GODSTICKS,M.I.A,0,14/02/2026,Kscope,802644453880,2026,"Kscope, a division of Snapper Music Ltd",2026,"Kscope, a division of Snapper Music Ltd",You Tube,Rock,Digital,,,1,0,Video,,World,,6591
KSCOPE2538,GODSTICKS,M.I.A (SINGLE EDIT),0,13/02/2026,Kscope,802644453866,2026,"Kscope, a division of Snapper Music Ltd",2026,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,"<p>Single 1 Clean edit&nbsp;</p>
<p>PLEASE NOTE DIFFERENT ISRC TO ALBUM VERSION&nbsp;</p>",,1,0,Single,,World,,6590
KSCOPE2537,GODSTICKS,VOiD,0,27/03/2026,Kscope,802644453767,2026,"Kscope, a division of Snapper Music Ltd",2026,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,,1,0,Album,,World,,6589
DIGIVILE1399,BLINDEAD 23,DEUTERIUM,0,10/02/2026,Peaceville,801056439963,2026,Peaceville Records Ltd / Mystic Production,2026,Peaceville Records Ltd / Mystic Production,Digital,Metal,Digital,<p>Single 1 on announce</p>,,1,0,Single,,World,,6588
KSCOPE3053,THE PINEAPPLE THIEF,SOMEONE HERE IS MISSING (2025 REMASTER CD),6.65,01/05/2026,Kscope,802644705323,2010,Snapper Music Ltd,2010,"Kscope, a division of Snapper Music Ltd",CD,Rock,Mid Price,<p>DE</p>,PINEAPPLE THIEF,1,0,Album,DE,World,,6587
CDVILED1398,AT THE GATES,WITH FEAR I KISS THE BURNING DARKNESS (CD),6.65,22/05/2026,Peaceville,801056739827,2003,Peaceville Records Ltd,1993,Peaceville Records Ltd,CD,Metal,Mid Price,"<p>AT</p>
<p>2026 Remaster</p>",AT THE GATES,1,0,Album,AT,World,,6585
CDVILED1396,MAYHEM,MEDIOLANUM CAPTA EST (CD),6.65,17/07/2026,Peaceville,801056739629,2007,Peaceville Records Ltd,1999,Peaceville Records Ltd,CD,Metal,Mid Price,"<p>AT</p>
<p>NO USA</p>",MAYHEM,1,0,Album,AT,World,,6582
VILELP1395,AURA NOIR,BLACK THRASH ATTACK (SILVER 30TH ANNIVERSARY LP),12.95,29/05/2026,Peaceville,801056839534,1996,Peaceville Records Ltd,1996,Aura Noir under exclusive licence to Peaceville Records Ltd,LP,Metal,Full Price,<p>DE</p>,AURA NOIR,1,0,Album,DE,World,,6581
VILELP1394,PARADISE LOST,LOST PARADISE (LP),11.5,03/07/2026,Peaceville,801056839435,2014,Peaceville Records Ltd,2025,Peaceville Records Ltd,LP,Metal,Full Price,<p>DE</p>,PARADISE LOST,1,0,Album,DE,World,,6579
VILELP1310,BLINDEAD 23,DEUTERIUM (TRANSPARENT RED 2LP),19.4,22/05/2026,Peaceville,801056831019,2026,Peaceville Records Ltd / Mystic Production,2026,Peaceville Records Ltd / Mystic Production,2LP,Metal,Full Price,"<p>PL</p>
<p>&nbsp;</p>
<p>announce 10th Feb</p>",,1,0,Album,PL,"World excluding Poland, Czechia, Slovakia",,6577
VILELP1393,DARKTHRONE,PRE-HISTORIC METAL (DARK GREEN LP),12.5,08/05/2026,Peaceville,801056839336,2026,Peaceville Records Ltd,2026,Peaceville Records Ltd,LP,Metal,Full Price,"<p>PL</p>
<p>EMBARGO DATE - 20TH MARCH -&nbsp;12pm launch</p>
<p>BORDER EXCLUSIVE LP</p>",,1,0,Album,PL,World,,6575
DIGIVILE1309,BLINDEAD 23,DEUTERIUM,0,22/05/2026,Peaceville,801056430960,2026,Peaceville Records Ltd / Mystic Production,2026,Peaceville Records Ltd / Mystic Production,Digital,Metal,Digital,<p>announcement 10th feb</p>,,1,0,Album,,World,,6574
