Catalogue,Artist,Title,UKDP,Street_Date,label,UPCEAN,AlbumCLineYear,AlbumCLineInfo,AlbumPLineYear,AlbumPLineInfo,MediaType,genre,Ppoint,Notes,Artist_Sort,Active,Deleted,format,OriginalCountry,Territory,ExpiryDate,ID
KSCOPE2130,IAMTHEMORNING,GHOST OF A STORY,0,21/06/2019,Kscope,802644813066,2019,Snapper Music Ltd,2019,"Kscope, a division of Snapper Music Ltd",Digital,Rock/Pop,Full Price,,IAMTHEMORNING,1,0,Single,GB,World,,3628
KSCOPE2129,KLONE,YONDER,0,20/06/2019,Kscope,802644412962,2019,Klone,2019,Klone under exclusive licence to Kscope,Digital,Rock,Digital,,KLONE,1,0,Single,GB,World,,3627
KSCOPE2128,KLONE,LE GRAND VOYAGE,0,20/09/2019,Kscope,802644812861,2019,Klone,2019,Klone under exclusive licence to Kscope,Digital,Rock,Full Price,,KLONE,1,0,Album,GB,World,,3626
CDVILED833,T.O.M.B.,FURY NOCTURNUS,5.95,23/08/2019,Peaceville,801056783325,2016,Peaceville Records Ltd,2016,Peaceville Records Ltd,CD,Metal,Mid Price,<p><span>Barcode stickered CDVILEF629</span></p>,TOMB,1,0,Album,GB,World,,3625
CDVILED832,SIKTH,OPACITIES,5.95,23/08/2019,Peaceville,801056783226,2015,SikTh Productions,2015,SikTh Productions under licence to Peaceville Records Ltd,CD,Metal,Mid Price,<p><span>Barcode stickered CDVILEF569</span></p>,SIKTH,1,0,Album,GB,World,28/02/2025,3624
CDVILED830,NOVEMBRE,URSA,5.95,16/08/2019,Peaceville,801056783028,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,CD,Metal,Mid Price,<p><span>Barcode stickered CDVILEF552</span></p>,NOVEMBRE,1,0,Album,GB,World,,3623
CDVILED829,KHOLD,TIL ENDES,5.95,16/08/2019,Peaceville,801056782922,2014,Thomas Bergli,2014,Khold under exclusive license to Peaceville Records Ltd,CD,Metal,Mid Price,<p><span>Barcode stickered CDVILEF550</span></p>,KHOLD,1,0,Album,GB,World,,3622
CDVILED828,AUTOPSY,"TOURNIQUETS, HACKSAWS AND GRAVES",5.95,09/08/2019,Peaceville,801056882820,2013,Peaceville Records Ltd,2013,Peaceville Records Ltd,CD,Metal,Mid Price,,AUTOPSY,1,0,Album,GB,World,,3621
CDVILED826,(NOCTURNO CULTO`S) GIFT OF GODS,RECEIVE,5.95,09/08/2019,Peaceville,801056782625,2013,Peaceville Records Ltd,2013,Peaceville Records Ltd,CD,Metal,Mid Price,<p><span>Barcode stickered CDVILEF487</span></p>,GIFT OF GODS,1,0,Album,GB,World,,3620
CDVILED825,THINE,THE DEAD CITY BLUEPRINT,5.95,02/08/2019,Peaceville,801056782526,2014,Peaceville Records Ltd,2014,Peaceville Records Ltd,CD,Metal,Mid Price,<p><span>Barcode stickered CDVILEF427</span></p>,THINE,1,0,Album,GB,World,,3619
CDVILED824,BARREN EARTH,THE DEVIL`S RESOLVE,5.95,02/08/2019,Peaceville,801056782427,2012,Peaceville Records Ltd,2012,Peaceville Records Ltd,CD,Metal,Mid Price,<p>Barcode stickered CDVILEF342X</p>,BARREN EARTH,1,0,Album,GB,World,,3618
KSCOPE2127,DANIEL TOMPKINS,BLACK THE SUN,0,28/05/2019,Kscope,802644812762,2019,Snapper Music Ltd,2019,"Kscope, a division of Snapper Music Ltd",Digital,Rock/Pop,Full Price,,"TOMPKINS, DANIEL",1,0,Single,GB,World,,3617
VILELP823,MY DYING BRIDE,TOWARDS THE SINISTER,11.5,02/08/2019,Peaceville,801056882318,1990,Peaceville Records Ltd,1990,Peaceville Records Ltd,12``,Metal,Full Price,,MY DYING BRIDE,1,0,EP,GB,World,,3616
VILELP822,KATATONIA,DISCOURAGED ONES,15.5,02/08/2019,Peaceville,801056882219,2013,Peaceville Records Ltd,1998,Peaceville Records Ltd,2LP,Metal,Full Price,<p>DE</p>,KATATONIA,1,0,Album,DE,World,,3615
KSCOPE653,BLACKFIELD,BLACKFIELD V,5.95,02/08/2019,Kscope,802644765327,2017,Snapper Music Ltd,2017,"Kscope, a division of Snapper Music Ltd",CD,Rock/Pop,Mid Price,<p>re-stickering</p>,BLACKFIELD,1,0,Album,GB,World,,3612
KSCOPE2126,IAMTHEMORNING,THE BELL,0,02/08/2019,Kscope,802644812663,2019,Snapper Music Ltd,2019,"Kscope, a division of Snapper Music Ltd",Digital,Rock/Pop,Full Price,,IAMTHEMORNING,1,0,Album,GB,World,,3611
CHARLYD599,CLUB SOUL,VOLUME 5 - WIGAN CASINO SOUL CLUB,5.95,10/01/2020,Charly,803415759927,2013,Charly Acquisitions Ltd,2019,Charly Acquisitions Ltd,CD,Soul,Mid Price,,CLUB SOUL,1,0,Album,GB,World,,3610
VILELP820,OPERA IX,SACRO CULTO,15.5,27/05/2022,Peaceville,801056882011,1998,Opera IX,1998,Opera IX under licence to Peaceville,2LP,Metal,Full Price,"<p>PL</p>
<p>&nbsp;</p>",OPERA IX,1,0,Album,GB,World,,3609
VILELP819,DARKTHRONE,GOATLORD: ORIGINAL,11.5,10/02/2023,Peaceville,801056881915,2023,Peaceville Records Ltd,2021,Peaceville Records Ltd,LP,Metal,Full Price,<p>DE</p>,DARKTHRONE,1,0,Album,DE,World,,3608
VILELP818,MY DYING BRIDE,A MAP OF ALL OUR FAILURES,17.5,30/08/2019,Peaceville,801056881816,2012,Peaceville Records Ltd,2012,Peaceville Records Ltd,2LP,Metal,Full Price,,MY DYING BRIDE,1,0,Album,GB,World,,3607
CDVILEDX817,MORTEM,SLOW DEATH,6.65,18/02/2022,Peaceville,801056781727,1989,Peaceville Records Ltd,2021,Mortem under exclusive licence to Peaceville Records Ltd,2CD,Metal,Mid Price,,MORTEM,1,0,Album,GB,World,,3606
KSCOPE1044,THE PINEAPPLE THIEF,LITTLE MAN,17.5,29/05/2020,Kscope,802644804415,2010,Snapper Music Ltd,2006,"Kscope, a division of Snapper Music Ltd",2LP,Rock,Full Price,,PINEAPPLE THIEF,1,0,Album,GB,World,,3603
KSCOPE652,GODSTICKS,INESCAPABLE,7.6,07/02/2020,Kscope,802644865225,2020,Snapper Music Ltd,2020,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,GODSTICKS,1,0,Album,GB,World,,3602
KSCOPE1042,LUNATIC SOUL,THROUGH SHADED WOODS,15.5,13/11/2020,Kscope,802644804217,2020,Snapper Music Ltd,2020,"Kscope, a division of Snapper Music Ltd",LP,Rock,Full Price,,LUNATIC SOUL,1,0,Album,GB,"World excluding Poland, Czechia, Slovakia",,3601
KSCOPE651,LUNATIC SOUL,THROUGH SHADED WOODS,7.6,13/11/2020,Kscope,802644865126,2020,Snapper Music Ltd,2020,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,LUNATIC SOUL,1,0,Album,GB,"World excluding Poland, Czechia, Slovakia",,3600
CDVILED816,AUTOPSY,SKULL GRINDER,5.95,09/08/2019,Peaceville,801056781628,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,CD,Metal,Mid Price,,AUTOPSY,1,0,EP,GB,World,,3599
CDVILEF815,MORTEM,RAVNSVART,7.6,27/09/2019,Peaceville,801056881526,2019,Peaceville Records Ltd,2019,Mortem under exclusive licence to Peaceville Records Ltd,CD,Metal,Full Price,,MORTEM,1,0,Album,GB,World,,3598
CHARLYL331,SUN RECORDS,THE BLUES CAME DOWN FROM MEMPHIS (HMV Father's Day exclusive),8.84,07/06/2019,Charly,803415833115,2019,Charly Acquisitions Ltd,2019,Charly Acquisitions Ltd,LP,Blues,Full Price,,VARIOUS ARTISTS,1,0,Album,GB,World,,3597
CDVILED643,ROTTING CHRIST,NON SERVIAM,5.95,02/08/2019,Peaceville,801056764324,1994,Athanasios Tolis,1994,Athanasios Tolis under exclusive licence to Peaceville Records Ltd,CD,Metal,Mid Price,,ROTTING CHRIST,1,0,Album,GB,World,30/06/2021,3596
VILELP772,MAYHEM,OUT FROM THE DARK,11.5,04/10/2019,Peaceville,801056877215,2019,Peaceville Records Ltd,2019,Mayhem under licence to Peaceville Records Ltd,LP,Metal,Full Price,,MAYHEM,1,0,Album,GB,World,,3595
VILELP771,MAYHEM,HENHOUSE RECORDINGS,11.5,04/10/2019,Peaceville,801056877116,2019,Peaceville Records Ltd,2019,Mayhem under licence to Peaceville Records Ltd,LP,Metal,Full Price,,MAYHEM,1,0,Album,GB,World,,3594
7567-93437-2,PORCUPINE TREE,DEADWING,0,22/03/2005,,75679343727,2005,Snapper Music Ltd,2005,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,<p>WEA International</p>,PORCUPINE TREE,0,1,Album,GB,World,,3593
75679316325,PORCUPINE TREE,IN ABSENTIA,0,13/01/2003,,75679316325,2002,Snapper Music Ltd,2002,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,<p>WEA International</p>,PORCUPINE TREE,0,1,Album,GB,World,,3592
75678360428,PORCUPINE TREE,IN ABSENTIA,0,24/09/2002,,75678360428,2002,Snapper Music Ltd,2002,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,<p>Lava</p>,PORCUPINE TREE,0,1,Album,GB,World,,3591
KSCOPE650,TANGERINE DREAM,QUANTUM GATE,5.95,24/01/2020,Kscope,802644865027,2017,Eastgate Music & Arts,2017,Eastgate Music & Arts under licence to Kscope,CD,Instrumental,Mid Price,,TANGERINE DREAM,1,0,Album,GB,World,,3590
SMACDX1120,IAN ANDERSON,HOMO ERRATICUS,5.95,19/07/2019,Madfish,636551712026,2014,The Ian Anderson Group Of Companies Ltd,2014,The Ian Anderson Group Of Companies / Calliandra Records under exclusive licence to Snapper Music Ltd,CD,Rock,Mid Price,,"ANDERSON, IAN",1,0,Album,GB,World,,3589
KSCOPE648,IAMTHEMORNING,LIGHTHOUSE,5.95,19/07/2019,Kscope,802644764825,2016,Snapper Music Ltd,2016,"Kscope, a division of Snapper Music Ltd",CD,Rock,Mid Price,,IAMTHEMORNING,1,0,Album,GB,World,,3588
KSCOPE2125,GONG,MY SAWTOOTH WAKE (RADIO EDIT),0,08/05/2019,Kscope,802644412566,2019,Gong,2019,Gong under exclusive license to Snapper Music Ltd,Digital,Rock,Digital,,GONG,1,0,Single,GB,World,,3587
CHARLYL330,FUNKADELIC,ONE NATION UNDER A GROOVE (HMV Father's Day exclusive),10.21,07/06/2019,Charly,803415833016,1978,Charly Acquisitions Ltd,1978,Charly Acquisitions Ltd,LP,Soul,Full Price,,FUNKADELIC,1,0,,GB,World,,3586
SDPCD202,PORCUPINE TREE,WARSZAWA,4.86,19/06/2006,Snapper Classics,636551620222,2005,Porcupine Tree Ltd,2004,Porcupine Tree Ltd under exclusive licence to Snapper Music Ltd,CD,Rock,Mid Price,,PORCUPINE TREE,0,1,,GB,World,,3585
DELECCD079,PORCUPINE TREE,METANOIA,0,10/12/2001,Snapper Classics,636551286220,2001,Snapper Music Ltd,1998,"Kscope, a division of Snapper Music Ltd",CD,Rock,Mid Price,,PORCUPINE TREE,0,1,Album,GB,World,,3584
SDPCD203,PORCUPINE TREE,METANOIA,0,19/06/2006,Snapper Classics,636551620321,2006,Snapper Music Ltd,1998,"Kscope, a division of Snapper Music Ltd",CD,Rock,Mid Price,,PORCUPINE TREE,0,1,Album,GB,World,,3583
DELECCD067,PORCUPINE TREE,COMA DIVINE,0,13/10/1997,Kscope,5032966096723,1997,Snapper Music Ltd,1997,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3582
DELECDCD080,PORCUPINE TREE,COMA DIVINE,0,16/06/2003,Kscope,5032966098024,1997,Snapper Music Ltd,1997,"Kscope, a division of Snapper Music Ltd",2CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3581
DELECDCD084,PORCUPINE TREE,SIGNIFY,0,29/03/2004,Snapper Classics,5032966098420,2003,Snapper Music Ltd,1996,"Kscope, a division of Snapper Music Ltd",2CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3580
SMABX1132,FRANKIE VALLI & THE FOUR SEASONS,WORKING OUR WAY BACK TO YOU: THE ULTIMATE COLLECTION,206.74,02/06/2023,Madfish,636551913256,0,,0,,MixBoxSet,Rock/Pop,High Price,"<p>CN</p>
<p>Wholesale: &pound;210.00</p>
<p>Direct to retail and mailorder: &pound;230.00</p>
<p>RRP: &pound;350</p>
<p><strong>Weight: 5.8KG<br />Dimensions in mailer: 400mm x 355mm x 110mm</strong></p>
<p>&nbsp;</p>
<p>*Frankie Valli solo album</p>
<p><strong>1.&nbsp;</strong>Sherry &amp; 11 Others<strong> 2.</strong> Four Seasons Greetings<strong> 3.</strong> Big Girls Don't Cry &amp; 12 Others<strong> 4.</strong> Ain't That A Shame &amp; 11 Others <strong>5.</strong> Born To Wander <strong>6.</strong> Dawn (Go Away) &amp; 11 Other Great Songs<strong> 7.</strong> Rag Doll <strong>8.</strong> Entertain You<strong> 9.</strong> Recorded Live on Stage <strong>10.</strong> Sing Big Hits by Bacharach/David/Dylan <strong>11.</strong> Working My Way Back To You <strong>12.</strong> New Gold Hits<strong> 13.</strong> Frankie Valli Solo* <strong>14.</strong> Timeless*<strong> 15.</strong> Edizione D'oro <strong>16/17.</strong>&nbsp;The Genuine Imitation Life Gazette<strong> 18.</strong> Half &amp; Half <strong>19.</strong> Rare &amp; Unreleased <strong>20.</strong> Chameleon <strong>21.</strong> Inside You* <strong>22.</strong> Motown* <strong>23.</strong> Closeup*<strong> 24.</strong> Who Loves You <strong>25.</strong> Our Day Will Come* <strong>26.</strong> Valli* <strong>27.</strong> Helicon <strong>28.</strong> Lady Put The Light Out* <strong>29</strong>. ...Is The Word* <strong>30.</strong> Back In Action* <strong>31.</strong> Heaven Above Me*<strong> 32.</strong> Reunited Live <strong>33.</strong> Streetfighter <strong>34.</strong> 1980s Rare, Alternates &amp; Unissued <strong>35.</strong> Hope + Glory <strong>36.</strong> The Dance Album <strong>37.</strong> Oh What A Night <strong>38.</strong> Special Single Mixes <strong>39.</strong> Romancing the 60s* <strong>40.</strong> 'Tis the Season*&nbsp;<strong>41.</strong> Live at Steel Pier <strong>42.</strong> Live at Lucifer's<strong> 43.</strong> Live at Bachelor's III <strong>44.</strong> Jersey Babys</p>",FOUR SEASONS,1,0,Compilation,CH,World,,3572
SMABX1140,JOHN MAYALL,THE FIRST GENERATION 1965 - 1974,174.94,05/02/2021,Madfish,636551914055,2020,Snapper Music Ltd,0,Snapper Music Ltd,MixBoxSet,Blues,High Price,"<p><strong>Dimensions (with mailer) 392x340x110</strong></p>
<p><strong>Weight (with mailer) 4.7 kg</strong></p>
<p><strong>CD1</strong> John Mayall Plays John Mayall <strong>CD2</strong> I'm Your Witchdoctor (single) <strong>CD3</strong> Lonely Years (single) <strong>CD4/5</strong> Blues Breakers Mono/Stereo <strong>CD6</strong> Paul Butterfield EP <strong>CD7</strong> A Hard Road <strong>CD8</strong> Crusade <strong>CD9</strong> The Blues Alone <strong>CD10/11</strong> Diary Of A Band Vol 1/2 <strong>CD12</strong> Bare Wires <strong>CD13</strong> Blues From Laurel Canyon <strong>CD14</strong> Looking Back <strong>CD15</strong> The Turning Point <strong>CD16</strong> Empty Rooms <strong>CD17</strong> USA Union <strong>CD18/19</strong> Back To The Roots <strong>CD20</strong> Thru The Years <strong>CD21</strong> Memories <strong>CD22</strong> Jazz Blues Fusion <strong>CD23</strong> Moving On <strong>CD24/25</strong> Ten Years Are Gone <strong>CD26</strong> The Latest Edition <strong>CD27/28</strong> BBC 65-68 <strong>CD29</strong> Bromley Tech 67 <strong>CD30</strong> Live 67 <strong>CD31</strong> Jazz/Blues Festival 67 <strong>CD32</strong> Gothenburg 68 <strong>CD33</strong> Berlin 69 <strong>CD34</strong> Bremen 69 <strong>CD35</strong> Fillmore West 70&nbsp;</p>","MAYALL, JOHN",1,0,Compilation,GB,World,,3571
SMABX1141,BONZO DOG DOO-DAH BAND,STILL BARKING (BOXSET),159.03,13/12/2024,Madfish,636551914154,2024,Snapper Music Ltd,2024,Snapper Music Ltd,MixBoxSet,Rock/Pop,High Price,"<p>Announcement:&nbsp;September&nbsp;26th</p>
<p>RRP: &pound;250.00</p>
<p>DTR: &pound;166.50</p>
<p>Wholesale: &pound;145.75</p>
<p>CN</p>
<p><strong>1/2</strong> Gorilla <strong>3/4</strong> The Doughnut in Granny's Greenhouse <strong>5</strong> Tadpoles <strong>6</strong> Keynsham <strong>7</strong> Let's Make Up and Be Friendly <strong>8</strong>&nbsp;The Singles <strong>9/10&nbsp;</strong>Demos &amp; Outtakes&nbsp;<strong>11 </strong>Madness at the Manor/Live: Marquee&nbsp;<strong>12</strong>&nbsp;In the Studio: Bonzo Backings <strong>13/14/15</strong>&nbsp;BBC Sessions <strong>16/17</strong>&nbsp;Live <strong>18 DVD1</strong> Early TV, Pathe, Beat Club, Star Parade, Promo, Interviews<strong> 19 DVD2&nbsp;</strong>Do Not Adjust Your Set <strong>20 DVD3</strong> 'Exploding Sausage', Colour Me Pop,&nbsp; Live at Bilzen, Ten Years of What, Interviews.</p>
<p>FSK '0'&nbsp;</p>
<p>Weight of the product packed in the mailer - approx 3,7 kg and also the dimensions of the mailer - about 375 x 345 x 100mm.</p>
<p>Box Qty: 4 units</p>
<p>Pallet Qty: 48 units</p>",BONZO DOG BAND,1,0,Compilation,CZ,World,,3570
SMABX1147,GONG,VISITS TO THE PLANET GONG (BOXSET),159.03,26/12/2027,Madfish,636551914758,2026,,2026,,MixBoxSet,Rock,High Price,"<p>PL</p>
<p><strong>1/2.&nbsp;</strong>Louvain<strong>&nbsp;3.</strong>&nbsp;Montpelier&nbsp;<strong>4/5</strong><strong>.&nbsp;</strong>Lyon <strong>6.</strong> Malakoff <strong>7.&nbsp;</strong>Le Grand Depart <strong>8.</strong> Paragong Roanne <strong>9.</strong> Paragong Surgeres <strong>10.</strong> Tabarka <strong>11.</strong> Angel's Egg' Studio Jams and Outtakes <strong>12/13</strong>. La Villette <strong>14.</strong> Kensington <strong>15</strong>. You' Studio Jams <strong>16/17.</strong> Hammersmith <strong>18/19.</strong> Bremen <strong>20/21.</strong> Newcastle <strong>22.</strong> La Celle St Cloud <strong>23.</strong> Bordeaux <strong>24/25</strong>. Guilford <strong>26/27.</strong> Live Bits <strong>28.</strong> Earliest Gong <strong>29.</strong> Biot &amp; Carpentras&nbsp;</p>",GONG,1,0,Compilation,PL,World,,3569
SMALP1158,MOTT THE HOOPLE,LIVE AT HAMMERSMITH 1973,17.2,11/10/2019,Madfish,636551815819,0,,0,,2LP,Rock,Full Price,"<p>Ian sent an estimate release date to Sony on 6th September</p>
<p>Worldwide license</p>
<p>Need &pound;14.31 MINIMUM payback]</p>
<p>Super Deluxe edition &pound;14.50</p>",MOTT THE HOOPLE,1,0,Album,GB,World,,3567
PUC802,FAMILY,FAMILY ENTERTAINMENT,7.6,04/01/2019,Madfish,827565058815,1969,"Pucka Records, a division of Highnote Ltd.",1969,Dukeslodge Enterprises Ltd,CD,Rock,Full Price,,FAMILY,1,0,Album,GB,World,,3562
PUC801,FAMILY,MUSIC IN A DOLL`S HOUSE,7.6,04/01/2019,Madfish,827565058808,1968,"Pucka Records, a division of Highnote Ltd.",1968,Dukeslodge Enterprises Ltd,CD,Rock,Full Price,,FAMILY,1,0,Album,GB,World,,3561
SMALP1157,W.A.S.P.,FIRST BLOOD LAST CUTS,17.5,05/07/2019,Madfish,636551815710,1993,Snapper Music Ltd,1993,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,2LP,Metal,Full Price,,WASP,1,0,Compilation,GB,World,,3560
KSCOPE647,GODSTICKS,EMERGENCE,5.95,28/06/2019,Kscope,802644764726,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",CD,Rock,Mid Price,,GODSTICKS,1,0,Album,GB,World,,3559
SMASCD120,PORCUPINE TREE,SHESMOVEDON,0,10/07/2000,Kscope,636551212021,2000,Snapper Music Ltd,2000,"Kscope, a division of Snapper Music Ltd",CD,Rock,,,PORCUPINE TREE,0,1,EP,GB,World,,3558
SMASCD110,PORCUPINE TREE,PURE NARCOTIC,0,22/11/1999,Madfish,636551211024,1999,Snapper Music Ltd,1999,"Kscope, a division of Snapper Music Ltd",CD,Rock,,,PORCUPINE TREE,0,1,EP,GB,World,,3557
SMACDX1157,W.A.S.P.,FIRST BLOOD LAST CUTS,5.95,05/07/2019,Madfish,636551815727,1993,Snapper Music Ltd,1993,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,CD,Metal,Mid Price,,WASP,1,0,Compilation,GB,World,,3556
VILELP813,CANCER,BALLCUTTER,8.84,19/07/2019,Peaceville,801056881311,2019,Peaceville Records Ltd,2019,Peaceville Records Ltd,12``,Metal,Full Price,,CANCER,1,0,EP,GB,World,,3555
SMALP1155,STEVE HILLAGE,THE GOLDEN VIBE,17.5,06/06/2019,Madfish,636551815512,2019,A-Wave.com Ltd,2019,A-Wave.com Ltd under licence to Snapper Music,2LP,Instrumental,Full Price,"<p>exclusive through GAS and Burning Shed from Thursday 6th June</p>
<p>&pound;15.90 NET wholesale</p>","HILLAGE, STEVE",1,0,Album,GB,World,31/12/2023,3554
SMACD1155,STEVE HILLAGE,THE GOLDEN VIBE,8.84,06/06/2019,Madfish,636551815529,2019,A-Wave.com Ltd,2019,A-Wave.com Ltd under licence to Snapper Music,CD,Instrumental,Full Price,<p>&pound;8.84 dealer wholesale</p>,"HILLAGE, STEVE",1,0,Album,GB,World,31/12/2023,3553
VILELP831,DARKTHRONE,OLD STAR (Red Vinyl),10.95,31/05/2019,Peaceville,801056883117,2019,Peaceville Records Ltd,2019,Peaceville Records Ltd,LP,Metal,Full Price,<p>Norway exclusive</p>,DARKTHRONE,1,0,Album,GB,World,,3552
VILELP827,DARKTHRONE,OLD STAR (Gold Vinyl),10.95,31/05/2019,Peaceville,801056882714,2019,Peaceville Records Ltd,2019,Peaceville Records Ltd,LP,Metal,Full Price,<p>Sweden exclusive</p>,DARKTHRONE,1,0,Album,GB,World,,3549
SMACD827,PORCUPINE TREE,LIGHTBULB SUN,0,22/05/2000,Kscope,636551282727,2000,Snapper Music Ltd,2000,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3548
VILELP840,DARKTHRONE,OLD STAR (White Vinyl),10.95,31/05/2019,Peaceville,801056884015,2019,Peaceville Records Ltd,2019,Peaceville Records Ltd,LP,Metal,Full Price,<p>amazon UK exclusive</p>,DARKTHRONE,1,0,Album,GB,World,,3547
SMACD913,PORCUPINE TREE,STUPID DREAM,0,17/07/2006,Kscope,636551291323,2015,Snapper Music Ltd,1999,"Kscope, a division of Snapper Music Ltd",CD+DVD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3546
KSCOPE2124,RICHARD BARBIERI,NEW SOUL 2018,0,26/04/2019,Kscope,802644812465,2019,Richard Barbieri,2019,Richard Barbieri under exclusive licence to Snapper Music Ltd,Digital,Instrumental,Full Price,,"BARBIERI, RICHARD",1,0,Single,GB,World,,3545
SMACD884,PORCUPINE TREE,SIGNIFY,0,19/07/2004,Kscope,636551288422,2004,Snapper Music Ltd,1996,"Kscope, a division of Snapper Music Ltd",2CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3544
DELECCD045,PORCUPINE TREE,SIGNIFY,0,30/09/1996,Snapper Classics,5032966094521,1996,Snapper Music Ltd,1996,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3543
DELECCD028,PORCUPINE TREE,THE SKY MOVES SIDEWAYS,0,30/01/1995,Snapper Classics,5021289092826,1995,Snapper Music Ltd,1995,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3542
SMACD883,PORCUPINE TREE,THE SKY MOVES SIDEWAYS,0,19/07/2004,Snapper Classics,636551288323,2004,Snapper Music Ltd,1995,"Kscope, a division of Snapper Music Ltd",2CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3541
DELECCD020,PORCUPINE TREE,UP THE DOWNSTAIR,0,10/05/1993,Snapper Classics,5021289092024,1993,Snapper Music Ltd,1993,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3539
KSCOPE2123,GIANCARLO ERRA,END III,0,29/03/2019,Kscope,802644812366,2019,Giancarlo Erra,2019,"Giancarlo Erra, under exclusive licence to Kscope",Digital,Instrumental,Full Price,,"ERRA, GIANCARLO",1,0,Single,GB,World,,3538
SDPCD166,PORCUPINE TREE,ON THE SUNDAY OF LIFE,0,20/09/2004,Snapper Classics,636551616621,1992,Snapper Music Ltd,1992,"Kscope, a division of Snapper Music Ltd",CD,Rock,Mid Price,,PORCUPINE TREE,0,1,Album,GB,World,,3537
DELECCD008,PORCUPINE TREE,ON THE SUNDAY OF LIFE,0,03/07/1992,Snapper Classics,5021289090822,1992,Snapper Music Ltd,1992,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,PORCUPINE TREE,0,1,Album,GB,World,,3536
VILELP812,THE GATHERING,HOME,17.5,16/08/2019,Peaceville,801056881212,2006,VOF The Gathering,2006,VOF The Gathering under licence to Peaceville Records Ltd,2LP,Metal,Full Price,,GATHERING,1,0,Album,GB,World,,3534
CDVILED812,THE GATHERING,HOME,5.95,16/08/2019,Peaceville,801056881229,2006,VOF The Gathering,2006,VOF The Gathering under licence to Peaceville Records Ltd,CD,Metal,Mid Price,,GATHERING,1,0,Album,AT,World,,3533
VILELP810,THE GATHERING,SOUVENIRS,17.5,19/07/2019,Peaceville,801056881014,2003,VOF The Gathering,2003,VOF The Gathering under licence to Peaceville Records Ltd,2LP,Metal,Full Price,,GATHERING,1,0,Album,GB,World,,3532
CDVILED810,THE GATHERING,SOUVENIRS,5.95,19/07/2019,Peaceville,801056781024,2003,VOF The Gathering,2003,VOF The Gathering under licence to Peaceville Records Ltd,CD,Metal,Mid Price,,GATHERING,1,0,Album,GB,World,,3531
VILELP808,THE GATHERING,ALMOST A DANCE,11.5,21/06/2019,Peaceville,801056880819,1993,VOF The Gathering,1993,VOF The Gathering under licence to Peaceville Records Ltd,LP,Metal,Full Price,,GATHERING,1,0,Album,GB,World,,3530
CDVILED808,THE GATHERING,ALMOST A DANCE,5.95,21/06/2019,Peaceville,801056780829,1993,VOF The Gathering,1993,VOF The Gathering under licence to Peaceville Records Ltd,CD,Metal,Mid Price,,GATHERING,1,0,Album,GB,World,,3529
WASPDUMMY1992,W.A.S.P.,THE IDOL,0,03/07/1992,Snapper Classics,724388003575,1992,Snapper Music Ltd,1992,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,7``,Metal,Full Price,,WASP,0,1,Single,GB,World,,3528
WASPDUMMY1989,W.A.S.P.,FOREVER FREE,0,06/10/1989,Snapper Classics,5099920348687,1989,Snapper Music Ltd,1989,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,12``,Metal,Full Price,,WASP,0,1,Single,GB,World,,3527
WASPDUMMY1993,W.A.S.P.,FIRST BLOOD LAST CUTS,0,05/03/1993,Snapper Classics,77778051725,1993,Snapper Music Ltd,1993,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,CD,Metal,Full Price,,WASP,0,1,Compilation,GB,World,,3526
DIGIVILE809,DARKTHRONE,THE HARDSHIP OF THE SCOTS (GRAT),0,24/04/2019,Peaceville,801056880963,2019,Peaceville Records Ltd,2019,Peaceville Records Ltd,Digital,Metal,Full Price,,DARKTHRONE,1,0,Album,GB,World,,3525
